name,location,diff,tier,type,server,links,finder,prover,extra
RNGesus,Sand Kingdom,8/10,Expert,"Entity Bounce, Spinless",Database,https://drive.google.com/file/d/1C8c_yh-S61qw9TdfZBP-zDznk0Q9JTdt/preview,Mr. Mario Odyssey,,
Grate Leap,Metro Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/16m4LFS11KN65tWuP3o7XS-JKxsekwXj2/preview,XdxboxJaja,XdxboxJaja,
Hot Spring Hop 2.0,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1LJIbUi2FGKvgVLW2Swm21Soca7aXNd_L/preview,,,
Lunch Building,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1QgbNmEPSCZMc6xXyZ8uApr9Bw_3KXATk/preview,Lorak,Lorak,Backflip to avoid breaking the box
Truest Fork Room,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1ctQPD-RQdjp9sky8qNzHVIBlR6ZJZU6p/preview,Eaglegamer,JoniKauf,
Brother Reunion,Cloud Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1tC1gk2f2b1u2ofp40i-qg6kgJA8Xvfrt/preview,NiklYoshi,NiklYoshi,
Spiny Bypass,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/14_IgqP4EPlrYJw1Hbj3xMiKFEo8HD__O/preview,NiklYoshi,NiklYoshi,
Broken Arches 3.0,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1b0DrUXB5rgt9OmcSFvtBEEm8ZnD2WuvX/preview,Tankgames,,
Klepto Beans,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1geVEq6q8c7K-CwGwRGBprN7HVTAF_Rnt/preview,RollerCoasterManiac,RollerCoasterManiac,
Block Skipper,Darker Side,8/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/1a9WQtW9GayqVrN9JLOKURgVwjdSFQxz-/preview,Repetidora,Repetidora,
Cafe Disturber,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1blSRSzSV3DBbeZgzw8fzSAmAdrm_rpIx/preview,Wezly,JoniKauf,
Tree Vault Assault,Lost Kingdom,8/10,Expert,"Vault, TT",Database,https://drive.google.com/file/d/1VnKxJ4Wy1bcWt5YTktkAIvtCA-o1Odu1/preview,AwesomeAggron,AwesomeAggron,
Flower Ascent,Lake Kingdom,8/10,Expert,"Vertical, Capless",Database,https://drive.google.com/file/d/1nBip_TVKLYjsCjvbTwkUwFLv-Znh-sOz/preview,,,
Pepsi,Luncheon Kingdom,8/10,Expert,"Triple, TT-Less, CB-Less",Database,https://drive.google.com/file/d/1xWKgjicPsm8Ex-_RsqeIf_0JyR5IwibL/preview,Gummy,Gummy,This jump has to be done with longjump speed!
Powerplant Traverse,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1X-VMjWRDXKH_6ZigRvvrCh28aYk3FmNH/preview,JoniKauf,JoniKauf,
Glowing Light,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/15kgE3LxVO91x27XY3tswGKG1eeYVvmw1/preview,Orangle4playz,MadeForMario,
Untrue Spike Driver,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1XEiTjfj5o3Amm2DWUOH4MQmgOxQDBTgT/preview,JoniKauf,JoniKauf,
P-Switch Peril,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Sm4Iv7fDYkkjVZzWNof8gHo7-bZATDBU/preview,AwesomeAggron,,
OOBeans,Metro Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1AysgUQxt6l0con-vIORRATu3z6-Wnp-k/preview,CToad7,CToad7,How to get Out of Bounds: https://drive.google.com/file/d/1V-P-FqdLeRmLhteg5lmDBlEjYWQTUWia/preview
Shaded Scavenger,Cascade Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/1YwFCzqRaZ470Wmzb3fOHEykbNLeTjVns/preview,CriticalHitX,AwesomeAggron,
Pointless Geysers,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Xr_dE9Z13RwX0y-nkab06b1VCChrJXaB/preview,JoniKauf,JoniKauf,
True Shingle Leap,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1vcG5-5UC2GgJVHyrya51C0pE5Wpy6g6A/preview,,,
True Cretaceous Intrusion,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1gEZpfgCEeSh7EmHmjVthNOvjSPiSjQvm/preview,CToad7,CToad7,
Little Purple Boi,Darker Side,8/10,Expert,Triple,Database,https://drive.google.com/file/d/1y3uLwCv9Bv33W_MC7r1QrnXLh2UVmUob/preview,AwesomeAggron,AwesomeAggron,
True Legendary,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1K_gMKfo9YQjocNY23MIjYOUN8wVRjelp/preview,Gummy,Gummy,
RC Gap,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1WBedpVEqKkcCF_uT5pIWgDs6rWD6Bba1/preview,JoniKauf,JoniKauf,
Slide-Off Ascent,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1cSVgqoEGq7kTCVJBjeZwu21cNrNzWzMQ/preview,Gummy,Gummy,
Womantro Impossible,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1JnLq23THlI-XDAzxxaT4wJ4t4qxpBqBM/preview,Phyota,Phyota,
Scope Hope,Metro Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/14t4AWsJ3VyaI5759FjM1P62fRUbpHKB6/preview,MadeForMario,JoniKauf,
Sky Block Beans,Cap Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/1KUBunsHJB16FPdwxfo_GqH9swcfwY4Mg/preview,,NiklYoshi,
h,Luncheon Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/105ZMoaJtMFbDTdqP5feaJxyPUWjLMAG_/preview,Qazzy,Qazzy,
Bullet Proof,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1YeDEhTQ_UPNdmlEzFmE9Rxflq7HstD2c/preview,MadeForMario,MadeForMario,
Northern Winds,Snow Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1g_nODVWcl5XeUUpBE_0vZmQA_7GcEPNK/preview,AwesomeAggron,AwesomeAggron,
True Tilted Houses,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/13XV5NenVK0M5-Nz6J2s7H4OYx_64Dhaq/preview,,,
Banzai's Icy Pillar,Snow Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1A4YnSDO0M869Hjxqyz7_8mhYxDb0XYA3/preview,MightyOwl,MightyOwl,
Wet Shoot,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1T0UVYqculwFjZgGsdbc6SYMzojoLu2Xq/preview,MightyOwl,MightyOwl,
Castle Dram,Mushroom Kingdom,8/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/1XbwdkeEVVtRpkB8pgj41dnle4T78LcNL/preview,Betelgeuse,Betelgeuse,
64 Beans,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1_xGJ2sFgty8X2bNPdUwxRGi1iVFP8ZTx/preview,NiklYoshi,JoniKauf,
City Crosser,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/12oNLZgyACfjvYN8oV1R9doulAHClBPxE/preview,AwesomeAggron,,
Hot Torch,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1kbgPYcafD1FiB9LDZjoGsJjAOL-rOirv/preview,b_yoshi,JoniKauf,
Liquid Vault,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1xVb776OHmH4IuleTwMuyHC7bqewUO69p/preview,MightyOwl,MightyOwl,
Woodscope,Wooded Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1Fn51plNH7mqMnAu6-5i-SUwUUkB3Eqje/preview,AwesomeAggron,AwesomeAggron,
Mushroom Dram,Mushroom Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1WwVsKeOyMvITMa2IXRgTm_wudh5Ba86u/preview,Francis,Francis,
Sign Tryin',Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Ig25YVpR1ChEWgPgyCimdh9TVFmvb2fb/preview,JoniKauf,JoniKauf,
Globe Mard,Odyssey,8/10,Expert,"Entity Bounce, Capless",Database,https://drive.google.com/file/d/1gPgsAjBrDdkUY1rKEwSQRfMP1gLt7Ipq/preview,Ouijaspider,Ouijaspider,
Capless Cartographer,Cloud Kingdom,8/10,Expert,"Capless, Triple",Database,https://drive.google.com/file/d/1u1AlhIKJryf-u0AgHdow14dkDg81XPuL/preview,JoniKauf,JoniKauf,
Cascade Gap 2.0,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1M8yJRK-oFJ9Y2E3-hXTdWMdDadzse_cJ/preview,Moomoo Plopadom,Moomoo Plopadom,
Luncheon Drop,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1y3WOwI-IY4tKXeYkCSrfydn1j3tfTM21/preview,CorDar,Conair,
Nut Busted,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1RVC1kqWtqe9tsnBzyqSykSgj1iemvAtQ/preview,Qazzy,Gummy,
Lava-Filled Streets,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1cSVVzQMRcp242FnDHfpey-TUiZOV-Yl-/preview,MightyOwl,MightyOwl,
Pokio Spike Driver,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1OAPY6tce17bq3-oSCbVnNhvdno9sWQBn/preview,Eaglegamer,Eaglegamer,
Gusty Moon Collector,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1dklBIyL8auuPXnabB6Wvw_M3ieqyzRUD/preview,Qazzy,Qazzy,
Castle Waters,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1KyCrBn29tCo419NFkMHIR2bZD3UxAnWC/preview,Haven,Haven,
Cloudy Bypass 2.0,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1V6pOD4LxhSz4R2oCUheBRgm9wqsLMh4h/preview,8.1i8,8.1i8,
Shiveria Skip,Snow Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1qi1IsBp-6tNwti7oT9QTxbTtSgQOgQQ0/preview,Psykho,Betelgeuse,
Cascade Dram,Cascade Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1Q18ge5co8xdBRFrhta1GWu6ZqiNqS5fy/preview,SMO Jake,SMO Jake,
Ring of Fire 2.0,Darker Side,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1PVjluvpa9vk6lxCV2afBfgwO0sRiVdRw/preview,Peanut,PrivateCat,
2P Metal Climber,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1ux_A8bLwVng1PQPBerQmvhO9Zber2eyL/preview,,,
True Froggy Rail,Cap Kingdom,8/10,Expert,"Triple, Vertical, 2P",Database,https://drive.google.com/file/d/14TgAjdT_KLEOEGNzZsNYR7SRSNjxlNbg/preview,,,
Grateful Girders,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1iJZ9FobEjyoRYtlSLo2Dmc4qrHFdx7xA/preview,Tudsen1,Tudsen1,
Seeker to Hider,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1nf_DhToj8FJ10oT_rsGxkaQtgkUDA8q5/preview,Sg197,Sg197,
Faraway Chuck,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1cWeeYq5KMJvS3FJ03sWV-9QjOkWVHFwr/preview,JoniKauf,JoniKauf,
Galactic Scope,Dark Side,8/10,Expert,"Vault, 2P, ZG",Database,https://drive.google.com/file/d/1zRDcV7i9sEUccbsA0J5q9PNUYQI-ylu0/preview,,,
Vault Cascade Scarecrowless,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1XJ2K-BETGstcGhzfXgf5U7F1kEkls2Gb/preview,,,
Seaside Bruncheon,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/10OFyy2w3iajnp5NYOXy-HuwjCm2LQHia/preview,Eaglegamer,Ethan2428,Using a downthrow on the potted plant for a faster hct is allowed.
Cityside,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1-5EEj8SnGM9Q9PHWp2e0Qw2zSsPgoo24/preview,Ethan2428,Ethan2428,
Billbeans,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1SDpGAihd9OKP8D7NOjzhK44zBxKRVb7E/preview,CorDar,CorDar,
True Cage Climber,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1p2VAfGy6LkskEIMZRKw-oWJ64hxQUwpp/preview,,,
Pneumonoultramicroscopicsilicovolcanoconiosis,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1fzotnZTynyxIn55BDQVL6OEIw11dolT5/preview,HaarasB,HaarasB,
Bowser's Big Climb,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Ijv1I9Jtb_Dl6HJDNOTxPAG9QkekJ-TM/preview,,,
Box Assault,Metro Kingdom,8/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1ThoZIJKaaQUNXL0jiCpM7WwfvsULl0Ss/preview,Soupafi,Soupafi,
Metallic Descent 2.0,Metro Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1HediN64B_h25bHzmxTlQ2g-kjmbXA9SB/preview,Eaglegamer,Eaglegamer,
Vault Stretching Vertical,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1dImzo70ysrw6zxYevMBs26R3NDM9N7eL/preview,,,
Vertical Streets,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1UK-upnM3ngNGvPSDZSxv21FI9ebnQhi4/preview,JoniKauf,JoniKauf,
Lower Vault City Reacher,Metro Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1upn-gpqZ0BU9JiQcB-tpN_-11Z8Hj9_7/preview,JoniKauf,JoniKauf,
Cafe Hedge,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/14pU6VSomwflGSW2DHOiZhrH1C-oanPGm/preview,Identxd,Identxd,
Nostalgic Bypass,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/11Nx_wWUd2N9a7GZhBlGa2-v94s1eASfl/preview,AwesomeAggron,AwesomeAggron,
Danger Sign 4.0,Cap Kingdom,8/10,Expert,Longjump,Database,https://drive.google.com/file/d/1plUudUVF2VOKra-sx2wYQQeOMPMkGsck/preview,Xdxboxjaja,Xdxboxjaja,
Sunny Scope,Seaside Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1cZyXRdPjffDFllFwPwNKJw6vJYTfozby/preview,,,
Cloudy Valley,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1FyHgZ4_JQZCpebfb13cWoxLzIH-UdZ0C/preview,,,
Cage Strider,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/11QG9YIKJi5uY05zG3NPQyGYj7e8Qrayx/preview,Lorak,Lorak,
Snowcone Stand,Snow Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1ntVhcAFn1Fn2IPl_ndJLFLWAAVSfgm6O/preview,Clapyoubtw,Rashed,
True Metal Ascent,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/16MwEq8cuDddvN2myYkXulEiYhmqTQRGW/preview,,,
so silly :p,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1-0JsQnwl4pzW6EYRRpQrTIVXnOX3Ya1h/preview,WackyDude,Gummy,
Jaxi Best Friends,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1GCZnVURTjzl7SgeYd4yPbIw0OyoSKqKj/preview,AwesomeAggron,AwesomeAggron,
Maxwell was here,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/17RV7KuBBBFKt2V_7scvioeJcFbJfwxKd/preview,CVZen,CVZen,
Radio Rampage,Cap Kingdom,8/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1seXgC1QKyJv3I_LyNpBe_hI74-UGufDw/preview,Soupafi,Soupafi,
Treetop Freefall,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1YgIqbm25ppXUhjRy7H2ZPNxEUfmxNuNa/preview,Mak,Mak,
Icicle Iceland,Snow Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1MUPJOsrswsqck-v1t3iVeAISfGFtnbpM/preview,Eaglegamer,Eaglegamer,
Fragile Falling,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1YKkuGjLv9uXtpa9meiM7DM59RBaeCQCx/preview,JoniKauf,JoniKauf,
City Skylines,Metro Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1TlviSuRSnawrwOEeA6fRpmb_WmJVGOpF/preview,Eaglegamer,Eaglegamer,
Dino Skip Skip Skip,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/10CGJcSttqCYZIlTD_pFlO_BA3nQA7WyI/preview,Cappy Crystal,Cappy Crystal,
Vault Hurb Jump,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1KUr5xqu5tReQIAKyH7d6dkVv9R9X_eNc/preview,CToad7,CToad7,
Stylish Escape,Lake Kingdom,8/10,Expert,"Triple, Capless, 2P",Database,https://drive.google.com/file/d/1D0yc4K7xhM-ZzkU-mY12X8-4AFZ3kkyy/preview,JoniKauf,JoniKauf,
Poison Lake 2.0,Lost Kingdom,8/10,Expert,"Longjump, Capless",Database,https://drive.google.com/file/d/1yycx7UGzHktZg4OPUUkOuPKr8OVr32Tl/preview,,,
The Very Last,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1405oQmPrKZRE-gJ00FjpwmszCoEBLGY_/preview,Qazzy,Qazzy,
Roof Hopper Heights,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/144ZsjeuOLu9IjvpTsnqGy84JiYK0NmFJ/preview,,,
Fossilisation,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1UsEwYY8dMbdjVkLvm4ZkCiEeyqEVkNWY/preview,HaarasB,HaarasB,
Godly Descent,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1OUNsM00c9-1Nrxkwbqpu16igPNkleElx/preview,Identxd,Identxd,
True Impossible Bonk,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1EsQFYbIgjT4PPwsOCLIlrJDwfQZFu-KT/preview,JoniKauf,Repetidora,
Lunar Arrival,Ruined Kingdom,8/10,Expert,"Triple, Spinless, CB-Less",Database,https://drive.google.com/file/d/1y4Sm3o2bppZ1JP9QMeUj8izyoOmHTr91/preview,Revi64,Revi64,
True Floating Fossils,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1dibUoSvdsylS6CCv3awg4pxMXfbYM2-o/preview,,,
Road Surpass,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/13hJGM-lvRWDTkJaB1x1BeLiY9UsmhPF_/preview,JoniKauf,JoniKauf,
1P Jump,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1eHCLRuy1VPq2Jow_nX8YjevgO0EYRKaB/preview,Ninjapugs,Ninjapugs,
Explosive Shards,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1duUTbSukQCrsJF0Tscv1jj5ArCGK4pC2/preview,Spenn,Spenn,
Wood Dram,Wooded Kingdom,8/10,Expert,"Vertical, Triple, 2P",Database,https://drive.google.com/file/d/1X_dDqYZ19qpbSuBINiP5reWs1dabDWVz/preview,,,
Yellow Blocks,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1sLPRhyAaLNHtdup4Eq7gF5sZsN1j8qo5/preview,Flavien,,
Railing Turnaround,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1mhq6N_boGqIP-ASATpT5UGDqReyS5wz5/preview,,,
Lost God,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1nO5O_OomTYHWaFzeaNcmI9rqBsAeLH5H/preview,Mr. Mario Odyssey,Mr. Mario Odyssey,
Lost Legend,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1f6AQY_sY21K0mqAOYG9VWOiIjVY9WiNP/preview,Mr. Dr. Pepper,,
Fropsel,Cascade Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1pTdA7iMjbrP48AoJiLJEVbJFYEo0Bhov/preview,Dailoxd,Dailoxd,
Reverse Brownblox 2.0,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1QsVCgRHt27BhpRaavQIc5x1yafIPtIyd/preview,MaxThePro545,MaxThePro545,
Waterful Gap,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1USfDNCQIx7bNZvNNqPtW7QAEIRVdEBLC/preview,CorDar,CorDar,
Rocket Scientist,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/16ECxDu5cW45VeCFzCfnfupAOEvAhziZb/preview,JoniKauf,JoniKauf,
Fork Frenzy,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1oOUELFdbENF5uId4oGj5dLuHay3M1hQ_/preview,,,
GP Tiptoes,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1lbSXzzy3jCWNeLfhabaR7VyCqcemIRa6/preview,,,
Poison Pegs,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1UIz1G0dN_6RMvJO6QDtdlZZCmvxj8QK7/preview,Yellow SMO,,
W Rizz,Ruined Kingdom,8/10,Expert,Longjump,Database,https://drive.google.com/file/d/1T7OvMUOROwHTXe1nbZrnoY873tx8g6ST/preview,Emi,Emi,
Froggy Awesomeness,Cap Kingdom,8/10,Expert,Capture Jump,Database,https://drive.google.com/file/d/1Pc0SWVPNSnlsjtU2EzOWkmMXn87olDvk/preview,Xiivler,Xiivler,
Mountain Frost,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1mH4EiSAm-k9hBdIG2LhmB194YB9PimkH/preview,,,
Migers Lost,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1hzhppIg36GUqK6m-pgicEpwA_veTk3mn/preview,Tiger,Tiger,
Sideflip Traverse,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Ayo4aItXgLRmpNseISu_XvDHY6uK6AIC/preview,Sg197,Sg197,
Mini Metallic Descent,Metro Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1UCqms3eL8LoXiC0zGD13eakDMb7ioMIi/preview,JoniKauf,JoniKauf,
Truer Stretching Vertical,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1nfrTRdciqzH-WiabP89LFDS9jb6sJxyk/preview,,,
Imposter,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1ZjzfoZhjH10ztIoRX_Ezgl4t8eJgveXP/preview,,,
Toxic Lake Crosser,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1hZiYHIfrL1wSB_lo4gQRuiHflWHtVQrk/preview,EagleGamer,EagleGamer,
Cascade Home Dram,Cascade Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1PsCv93Wardv_uYi3ZeRK2gB__iKpMhol/preview,,,
Hot Pot,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1uAXHDoR8KLAW5j6Y9JPUrgwQY4_bkker/preview,Kern,Kern,
Barrel Roll,Seaside Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1pdm_F9izYVbojcw9LR8WNLY83O23-c-A/preview,Nachito,Mario Man,
Metallic Warp,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1mwZt1OIvvRu53RqylQHMGJojxc5iAxzI/preview,JoniKauf,JoniKauf,
Simple Danger Sign,Cap Kingdom,8/10,Expert,"Longjump, Simple Tech",Database,https://drive.google.com/file/d/11Xg29HR85rvcjXpff0XWMPKNh2iP_NXP/preview,JoniKauf,JoniKauf,
Moon Rocket,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1BS5QjdOSSftbnWZbAJtRrEtRyn1pctd_/preview,JoniKauf,JoniKauf,
Doppelsprung,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1YPtBbWhx8E_AoUA33V-n6UM8yygcMxjA/preview,Sg197,CToad7,
Aerodynamic Sidewalk,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1HaJoqVK3Pq1i21UlCzBp1LQULrUtZdBB/preview,JoniKauf,JoniKauf,
Blue Exit,Cap Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1hTcKONEX4XzxTCAQJh0Poo6YLqVauL5i/preview,Haven,Haven,
Lower Man-Made Marvel,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1-IAVK-EK-jzJzsS3Zkg-96m1m4mR_n6r/preview,CToad7,CToad7,
Stupid Scarecrow,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1hFQleLqT9rHHpiNHHKaNUduM9Wa9SuQ2/preview,Autumn,Autumn,
Launch!,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/165TrWUl6Mt69YkABhXUISemUV0Io5KVR/preview,JoniKauf,JoniKauf,
Moon's Crossing,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1r_GcCMMQDy2_XuuixhF1-znoo9UaBxWo/preview,JoniKauf,JoniKauf,
Neighbourhood Impasse,Sand Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1DIgehtrIx8E1-0SghCCauW6ii8ngqDEt/preview,Ethan2428,Ethan2428,Triple jump is allowed as long as you don't use the other platforms to gain momentum.
Crescent Pillars,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1YXNqq4SdfpkcNrU8IafdRTcYcl2ZBJlQ/preview,Betel,Betel,
Woods Escape,Mushroom Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1dyWQ2RtTLvNqhgjbbtR5qICuN2Ip3ga7/preview,Ethan2428,Ethan2428,
Boundary Bouncer,Metro Kingdom,8/10,Expert,"Triple, Vertical, 2P",Database,https://drive.google.com/file/d/1JQBsl0jTOk54GqxNw_sA1Yy988Y18QkF/preview,,,
Proofen,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1sgtbVKXELXY0w0mr71sahDVQqeIXK4eV/preview,Mighty Owl,MadeForMario,"You have to ledge grab and go into first peron mode for it to count, no movement of the left joy-stick until you are in the roll"
Dark Sky,Darker Side,8/10,Expert,Sky Dram,Database,https://drive.google.com/file/d/1LTXSHy5mQRzzNWgGZVDbAjYkiodMkY2d/preview,JoniKauf,JoniKauf,
Cutting Cheese,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/18YnmahbrJMmEsE-jf-2UYzpMgxMIQ4ib/preview,Mango,Mango,
Cosmic Reach,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1uvM8XNHJPo4ysGpImBRSM0LHqfrGtOSQ/preview,Cyber,PrivateCat,
